,Class,yolo_center_x,yolo_center_y,yolo_width,yolo_height,ref_center_x,ref_center_y,ref_width,ref_height
274,2,0.47775,0.620933,0.48125,0.383333,0.45,0.6104166666666667,0.49375,0.3583333333333333
275,2,0.491812,0.648017,0.965625,0.595833,0.47578125,0.63125,0.8578125,0.6208333333333333
276,2,0.478531,0.624058,0.495313,0.385417,0.44609375,0.6083333333333333,0.5140625,0.3708333333333333
277,2,0.525406,0.589683,0.967188,0.7375,0.496875,0.5697916666666667,0.99375,0.79375
278,2,0.47696900000000003,0.6251,0.598437,0.454167,0.45703125,0.6072916666666667,0.6140625,0.4520833333333333
279,2,0.43478100000000003,0.641767,0.851562,0.666667,0.49609375,0.6270833333333333,0.9859375,0.725
280,2,0.482437,0.59385,0.41875,0.295833,0.471875,0.6020833333333333,0.421875,0.3125
281,2,0.479313,0.591767,0.44375,0.325,0.45546875,0.603125,0.4609375,0.3354166666666666
282,2,0.47696900000000003,0.620933,0.642187,0.483333,0.453125,0.6072916666666667,0.653125,0.46875
283,2,0.447281,0.663642,0.829687,0.602083,0.47578125,0.628125,0.8078125,0.5895833333333333
284,2,0.48165600000000003,0.614683,0.642187,0.4625,0.4703125,0.6104166666666667,0.625,0.4625
285,2,0.435562,0.64385,0.853125,0.679167,0.4921875,0.628125,0.984375,0.73125
286,2,0.494156,0.6001,0.464063,0.345833,0.4859375,0.609375,0.475,0.3479166666666666
287,2,0.486344,0.6501,0.954687,0.608333,0.478125,0.6291666666666667,0.859375,0.625
288,2,0.463688,0.6584329999999999,0.909375,0.591667,0.45,0.625,0.878125,0.6416666666666667
289,2,0.478531,0.6126,0.448438,0.329167,0.45546875,0.603125,0.4390625,0.3229166666666667
290,2,0.47696900000000003,0.617808,0.492188,0.385417,0.4453125,0.6104166666666667,0.5,0.3666666666666666
291,2,0.522281,0.589683,0.973437,0.745833,0.49765625,0.5614583333333333,0.9921875,0.78125
292,2,0.444937,0.614683,0.609375,0.470833,0.4453125,0.6125,0.5875,0.4333333333333333
293,2,0.491812,0.6584329999999999,0.965625,0.591667,0.47109375,0.63125,0.9265625,0.675
294,2,0.439469,0.6115579999999999,0.617188,0.41875,0.44375,0.6114583333333333,0.553125,0.4104166666666666
295,2,0.444937,0.651142,0.7625,0.572917,0.43515625,0.6145833333333334,0.7140625,0.5166666666666667
296,2,0.462906,0.598017,0.907812,0.741667,0.496875,0.6010416666666667,0.990625,0.76875
297,2,0.525406,0.5876,0.967188,0.7375,0.496875,0.5635416666666667,0.990625,0.7979166666666667
298,2,0.476187,0.621975,0.58125,0.41875,0.4609375,0.6145833333333334,0.584375,0.425
299,2,0.493375,0.640725,0.96875,0.622917,0.46484375,0.6291666666666667,0.9296875,0.7333333333333333
300,2,0.437906,0.6376,0.857813,0.654167,0.490625,0.6302083333333334,0.98125,0.7229166666666667
301,2,0.526969,0.5876,0.964063,0.733333,0.49921875,0.5677083333333334,0.9984375,0.8020833333333334
302,2,0.479313,0.617808,0.6875,0.497917,0.47265625,0.609375,0.6609375,0.4770833333333333
303,2,0.475406,0.61885,0.582812,0.420833,0.45546875,0.6114583333333333,0.5953125,0.4354166666666667
304,2,0.437906,0.635517,0.682813,0.541667,0.43984375,0.6114583333333333,0.6484375,0.4645833333333333
305,2,0.431656,0.638642,0.845312,0.664583,0.49296875,0.625,0.9859375,0.7208333333333333
306,2,0.438688,0.615725,0.60625,0.435417,0.44765625,0.60625,0.5671875,0.4125
307,2,0.443375,0.635517,0.7625,0.5625,0.45546875,0.6104166666666667,0.7015625,0.5083333333333333
308,2,0.49025,0.6501,0.825,0.6,0.48125,0.625,0.79375,0.575
309,2,0.49025,0.602183,0.4375,0.316667,0.48671875,0.6041666666666666,0.4640625,0.3333333333333333
310,2,0.464469,0.599058,0.910937,0.710417,0.490625,0.6083333333333333,0.978125,0.7541666666666667
311,2,0.479313,0.617808,0.496875,0.385417,0.45078125,0.6104166666666667,0.5140625,0.3708333333333333
312,2,0.469156,0.59385,0.426562,0.295833,0.446875,0.6,0.43125,0.3208333333333333
313,2,0.46603100000000003,0.652183,0.914062,0.616667,0.4609375,0.6229166666666667,0.921875,0.7125
314,2,0.48712500000000003,0.65635,0.946875,0.616667,0.478125,0.628125,0.853125,0.61875
315,2,0.444156,0.65635,0.842188,0.558333,0.45234375,0.625,0.7734375,0.5625
316,2,0.489469,0.590725,0.482812,0.360417,0.46328125,0.6083333333333333,0.4921875,0.3625
317,2,0.476187,0.616767,0.634375,0.475,0.45546875,0.6104166666666667,0.6390625,0.4708333333333333
318,2,0.488688,0.649058,0.959375,0.614583,0.471875,0.628125,0.8625,0.6270833333333333
319,2,0.49259400000000003,0.59385,0.492188,0.341667,0.48046875,0.6125,0.5015625,0.3708333333333333
320,2,0.475406,0.653225,0.932813,0.589583,0.4578125,0.6302083333333334,0.915625,0.68125
321,2,0.487906,0.588642,0.457812,0.327083,0.453125,0.6072916666666667,0.46875,0.34375
322,2,0.485562,0.609475,0.4875,0.36875,0.459375,0.6125,0.5125,0.375
323,2,0.475406,0.629267,0.723437,0.558333,0.47109375,0.6177083333333333,0.6984375,0.5104166666666666
324,2,0.449625,0.636558,0.78125,0.560417,0.45390625,0.621875,0.7390625,0.54375
325,2,0.4465,0.651142,0.74375,0.56875,0.4375,0.6166666666666667,0.70625,0.5208333333333334
326,2,0.455094,0.65635,0.892187,0.579167,0.45234375,0.628125,0.8484375,0.6145833333333334
327,2,0.526969,0.589683,0.964063,0.7375,0.496875,0.5739583333333333,0.99375,0.8104166666666667
328,2,0.524625,0.589683,0.96875,0.745833,0.4984375,0.5697916666666667,0.99375,0.79375
329,2,0.48712500000000003,0.645933,0.95625,0.6,0.47578125,0.6291666666666667,0.9515625,0.6916666666666667
330,2,0.493375,0.640725,0.96875,0.63125,0.478125,0.621875,0.95625,0.7395833333333334
331,2,0.484,0.592808,0.41875,0.297917,0.46796875,0.6041666666666666,0.4296875,0.3208333333333333
332,2,0.526969,0.588642,0.964063,0.74375,0.49609375,0.5666666666666667,0.9921875,0.7916666666666666
333,2,0.523844,0.588642,0.970312,0.735417,0.5,0.5739583333333333,0.996875,0.8104166666666667
334,2,0.486344,0.59385,0.445312,0.341667,0.46796875,0.609375,0.4640625,0.3395833333333333
335,2,0.444937,0.653225,0.825,0.572917,0.4359375,0.6197916666666666,0.759375,0.55625
336,2,0.44025000000000003,0.621975,0.690625,0.50625,0.4421875,0.6104166666666667,0.63125,0.4541666666666666
337,2,0.468375,0.653225,0.91875,0.602083,0.44375,0.6291666666666667,0.88125,0.6666666666666666
338,2,0.47696900000000003,0.604267,0.410937,0.3125,0.459375,0.6010416666666667,0.43125,0.3104166666666667
339,2,0.45275,0.652183,0.8875,0.604167,0.475,0.634375,0.865625,0.6354166666666666
340,2,0.491812,0.603225,0.428125,0.310417,0.4859375,0.6020833333333333,0.440625,0.3166666666666666
341,2,0.524625,0.585517,0.96875,0.725,0.49765625,0.5645833333333333,0.9921875,0.7875
